Material Number,Material Description,Plant,MRP Element Indicator,Item Text,Availability Date,Quantity,Request Date,Requester Email,Reservation No,Deletion Remark,Upload Date,DeleteDate,MSU,Type,Active in System,PDE Checking,Rolling Checking,availability_month,snapshot_extracted,snapshot_ts,snapshot_date,requester_role,te 
83906909.0,PTN SHM 300gX12 3MM DMR Purified Yuzu,C810,PNT GAIA HS Delta,R Material,2026-04-07 00:00:00,15.0,2026-01-29 00:00:00,xie.xy@pg.com,3531217972,,2026-01-29 00:00:00,,0.020391,Material,Yes,,,2026-04,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
83906909.0,PTN SHM 300gX12 3MM DMR Purified Yuzu,C816,PNT GAIA HS Delta,R Material,2026-04-07 00:00:00,51.0,2026-01-29 00:00:00,xie.xy@pg.com,3531217973,,2026-01-29 00:00:00,,0.0693294,Material,Yes,,,2026-04,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
80814095.0,海飞丝去屑洗发露丝质柔滑型1KGX6,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,2310.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217974,,2026-01-29 00:00:00,,5.233767,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80814091.0,海飞丝去屑洗发露怡神冰凉型1KGX6,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,2100.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217975,,2026-01-29 00:00:00,,4.75797,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80814096.0,海飞丝去屑洗发露清爽去油型1KGX6,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,2310.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217976,,2026-01-29 00:00:00,,5.233767,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80856843.0,海飞丝去屑头皮护理洗发露控油蓬松型670g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,175.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217977,,2026-01-29 00:00:00,,0.5313175,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80856846.0,海飞丝去屑头皮护理洗发露头皮补水型670g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,175.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217978,,2026-01-29 00:00:00,,0.5313175,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80856852.0,海飞丝深透净爽型去屑头皮护理洗发露670g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,175.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217979,,2026-01-29 00:00:00,,0.5313175,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80889183.0,海飞丝洗发护发二合一青苹果香洗发水670g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,250.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217980,,2026-01-29 00:00:00,,0.759025,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80889182.0,海飞丝洗发护发二合一栀子花香洗发水670g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,250.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217981,,2026-01-29 00:00:00,,0.759025,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80883615.0,飘柔精萃润泽柔顺洗发露750g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,175.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217982,,2026-01-29 00:00:00,,0.594755,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80880192.0,飘柔滋润去屑型洗发露750g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,175.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217983,,2026-01-29 00:00:00,,0.594755,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80883611.0,飘柔控油去屑洗发露750g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,175.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217984,,2026-01-29 00:00:00,,0.594755,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80883592.0,飘柔蓬松去屑洗发露750g,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,175.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217985,,2026-01-29 00:00:00,,0.594755,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80883619.0,飘柔多效滋润修护型洗发露750G,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,175.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217986,,2026-01-29 00:00:00,,0.594755,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80814071.0,海飞丝清爽去油型去屑洗发露1.2KG,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,700.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217987,,2026-01-29 00:00:00,,1.90323,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80814061.0,海飞丝止痒呵护型去屑洗发露1.2KG,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,560.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217988,,2026-01-29 00:00:00,,1.522584,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80814074.0,海飞丝丝质柔滑型去屑洗发露1.2KG,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,700.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217989,,2026-01-29 00:00:00,,1.90323,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80833451.0,飘柔滋润去屑型洗发露600gX2,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,350.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217990,,2026-01-29 00:00:00,,0.951615,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
80833452.0,飘柔精萃润泽柔顺洗发露600X2,C816,RT 南区38备货,R Quotation ,2026-02-06 00:00:00,350.0,2026-01-29 00:00:00,sun.y.25@pg.com,3531217991,,2026-01-29 00:00:00,,0.951615,FG,Yes,5.0,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
20263785.0,Collagen Amino Acids - PrimG,A868,REJ Mermaid PM MR,RM Material,2026-05-30 00:00:00,182.0,2026-01-30 00:00:00,zeng.re@pg.com;yang.j.22@pg.com;zheng.hb@pg.com;he.wq@pg.com,3531713588,,2026-01-30 00:00:00,,0.0667333333333333,Material,Yes,,,2026-05,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
20263785.0,Collagen Amino Acids - PrimG,0386,REJ Mermaid PM MR,RM Material,2026-05-30 00:00:00,250.0,2026-01-30 00:00:00,zeng.re@pg.com;yang.j.22@pg.com;zheng.hb@pg.com;he.wq@pg.com,3531713589,,2026-01-30 00:00:00,,0.0916666666666666,Material,Yes,,,2026-05,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
80888321.0,H&S SHM proline 180gX12 SeS2 AD,A673,H&S Proline 3.8 LS FP MR,R Quotation ,2026-02-26 00:00:00,1111.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531713590,,2026-01-30 00:00:00,,0.9062427,FG,Yes,,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
80888321.0,H&S SHM proline 180gX12 SeS2 AD,A672,H&S Proline 3.8 LS FP MR,R Quotation ,2026-02-26 00:00:00,1111.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531713591,,2026-01-30 00:00:00,,0.9062427,FG,Yes,,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
80888321.0,H&S SHM proline 180gX12 SeS2 AD,C816,H&S Proline 3.8 LS FP MR,R Quotation ,2026-02-26 00:00:00,1111.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531713592,,2026-01-30 00:00:00,,0.9062427,FG,Yes,,,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,A673,H&S Rose Mar highside delta mtrl MR,R Material,2026-03-01 00:00:00,2099.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531713593,,2026-01-30 00:00:00,,3.4240987,Material,Yes,,,2026-03,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,A672,H&S Rose Mar highside delta mtrl MR,R Material,2026-03-01 00:00:00,2099.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531713594,,2026-01-30 00:00:00,,3.4240987,Material,Yes,,,2026-03,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,C816,H&S Rose Mar highside delta mtrl MR,R Material,2026-03-01 00:00:00,2099.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531713595,,2026-01-30 00:00:00,,3.4240987,Material,Yes,,,2026-03,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,A673,H&S Rose Mar highside delta mtrl MR,R Material,2026-03-01 00:00:00,571.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531713596,,2026-01-30 00:00:00,,1.7336131,Material,Yes,,,2026-03,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,A672,H&S Rose Mar highside delta mtrl MR,R Material,2026-03-01 00:00:00,571.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531713597,,2026-01-30 00:00:00,,1.7336131,Material,Yes,,,2026-03,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,C816,H&S Rose Mar highside delta mtrl MR,R Material,2026-03-01 00:00:00,571.0,2026-01-30 00:00:00,wang.xf@pg.com;liu.b.2@pg.com,3531714198,,2026-01-30 00:00:00,,1.7336131,Material,Yes,,,2026-03,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,IOL,
80869244.0,PNT Milky SH+CN(650+400)GX6,C810,团购protection,R Material,2026-02-15 00:00:00,1500.0,2026-02-01 00:00:00,zhong.d@pg.com,3531714199,,2026-02-01 00:00:00,,3.9492,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-01 14:04:47.012084+00:00,2026-02-01T22:04:47.019765+08:00,2026-02-01,CSP,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,A673,H&S Core+ Max KOL HS,R Material,2026-02-15 00:00:00,515.0,2026-02-01 00:00:00,liu.b.2@pg.com,3513407648, ,2026-02-01 00:00:00,,0.8401195,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,C816,H&S Core+ Max KOL HS,R Material,2026-02-15 00:00:00,387.0,2026-02-01 00:00:00,liu.b.2@pg.com,3513407649, ,2026-02-01 00:00:00,,0.6313131,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,A672,H&S Core+ Max KOL HS,R Material,2026-02-15 00:00:00,387.0,2026-02-01 00:00:00,liu.b.2@pg.com,3513407651, ,2026-02-01 00:00:00,,0.6313131,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,A673,H&S Core+ Max KOL HS,R Material,2026-02-15 00:00:00,145.0,2026-02-01 00:00:00,liu.b.2@pg.com,3513407652, ,2026-02-01 00:00:00,,0.4402345,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,C816,H&S Core+ Max KOL HS,R Material,2026-02-15 00:00:00,109.0,2026-02-01 00:00:00,liu.b.2@pg.com,3513407653, ,2026-02-01 00:00:00,,0.3309349,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,A672,H&S Core+ Max KOL HS,R Material,2026-02-15 00:00:00,109.0,2026-02-01 00:00:00,liu.b.2@pg.com,3513407654, ,2026-02-01 00:00:00,,0.3309349,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,A673,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,197.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407655, ,2025-12-20 00:00:00,,0.3213661,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,C816,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,148.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407657, ,2025-12-20 00:00:00,,0.2414324,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900171.0,H&S SHM 360g*12 IRM Oil Control Rose,A672,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,148.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407658, ,2025-12-20 00:00:00,,0.2414324,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,A673,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,53.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407659, ,2025-12-20 00:00:00,,0.1609133,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,C816,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,40.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407660, ,2025-12-20 00:00:00,,0.121444,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
83900170.0,H&S SHM 670g*12 IRM Oil Control Rose,A672,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,40.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407661, ,2025-12-20 00:00:00,,0.121444,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A668,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,340.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765593, ,2025-12-26 00:00:00,,0.277338,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A672,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,427.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765595, ,2025-12-26 00:00:00,,0.3483039,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A673,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,484.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765598, ,2025-12-26 00:00:00,,0.3947988,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A680,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,305.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765600, ,2025-12-26 00:00:00,,0.2487885,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A715,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,44.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765602, ,2025-12-26 00:00:00,,0.0358908,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A716,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,37.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765606, ,2025-12-26 00:00:00,,0.0301809,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,C816,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,423.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765609, ,2025-12-26 00:00:00,,0.3450411,Material,Yes,,,2026-03,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A668,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,793.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765610, ,2025-12-26 00:00:00,,0.6468501,Material,Yes,,,2026-04,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A672,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,997.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765611, ,2025-12-26 00:00:00,,0.8132529,Material,Yes,,,2026-04,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A673,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,1130.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765612, ,2025-12-26 00:00:00,,0.921741,Material,Yes,,,2026-04,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A680,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,715.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765613, ,2025-12-26 00:00:00,,0.5832255,Material,Yes,,,2026-04,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A715,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,103.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765614, ,2025-12-26 00:00:00,,0.0840171,Material,Yes,,,2026-04,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,A716,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,86.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765615, ,2025-12-26 00:00:00,,0.0701502,Material,Yes,,,2026-04,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80891917.0,PTN ROT 180GX12 MILKY MASK,C816,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,986.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765616, ,2025-12-26 00:00:00,,0.8042802,Material,Yes,,,2026-04,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889182.0,H&S SHM 670GX12 Gardedia 2 in 1,A672,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,361.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191437, ,2026-02-01 00:00:00,,1.0960321,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889182.0,H&S SHM 670GX12 Gardedia 2 in 1,A673,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,495.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191458, ,2026-02-01 00:00:00,,1.5028695,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889182.0,H&S SHM 670GX12 Gardedia 2 in 1,A680,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,182.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191459, ,2026-02-01 00:00:00,,0.5525702,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889182.0,H&S SHM 670GX12 Gardedia 2 in 1,A715,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,50.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191460, ,2026-02-01 00:00:00,,0.151805,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889182.0,H&S SHM 670GX12 Gardedia 2 in 1,A716,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,67.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191461, ,2026-02-01 00:00:00,,0.2034187,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889182.0,H&S SHM 670GX12 Gardedia 2 in 1,C816,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,397.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191462, ,2026-02-01 00:00:00,,1.2053317,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889183.0,H&S SHM 670GX12 Apple 2 in 1,A668,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,138.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191463, ,2026-02-01 00:00:00,,0.4189818,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889183.0,H&S SHM 670GX12 Apple 2 in 1,A672,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,508.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191464, ,2026-02-01 00:00:00,,1.5423388,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889183.0,H&S SHM 670GX12 Apple 2 in 1,A673,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,691.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191465, ,2026-02-01 00:00:00,,2.0979451,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889183.0,H&S SHM 670GX12 Apple 2 in 1,A680,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,255.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191466, ,2026-02-01 00:00:00,,0.7742055,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889183.0,H&S SHM 670GX12 Apple 2 in 1,A715,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,70.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191467, ,2026-02-01 00:00:00,,0.212527,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889183.0,H&S SHM 670GX12 Apple 2 in 1,A716,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,92.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191468, ,2026-02-01 00:00:00,,0.2793212,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889183.0,H&S SHM 670GX12 Apple 2 in 1,C816,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,555.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191469, ,2026-02-01 00:00:00,,1.6850355,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
80889184.0,H&S SHM 360GX12 Gardenia 2 in 1,A668,H&S Nova 2 in 1 HS,R Material,2026-02-15 00:00:00,112.0,2026-02-01 00:00:00,liu.b.2@pg.com,3518191470, ,2026-02-01 00:00:00,,0.1827056,Material,Yes,,Updated on 2026-02-01,2026-02,2026-02-02 00:53:35.390497+00:00,2026-02-02T08:53:35.407694+08:00,2026-02-02,IOL,
